anime_id,Name,Score,Genres,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped
27957,Steins;Gate: Soumei Eichi no Cognitive Computing,7.41,"Slice of Life, Comedy",ONA,4,"Oct 15, 2014 to Nov 12, 2014",Unknown,Unknown,Unknown,White Fox,Visual novel,3 min. per ep.,PG-13 - Teens 13 or older,1883,1618,82898,186,1711,63894,865,480
27967,Senran Kagura Estival Versus: Mizugi-darake no Zenyasai,6.52,"Action, Comedy, Ecchi",OVA,1,26-Mar-15,Unknown,Genco,Unknown,"Artland, Hoods Entertainment",Game,30 min.,R+ - Mild Nudity,5774,4046,15979,23,630,9291,240,152
27969,Hana to Alice: Satsujin Jiken,7.31,"Drama, Mystery, Slice of Life",Movie,1,20-Feb-15,Unknown,"Pony Canyon, Nippon Television Network, Shogakukan",GKIDS,"Steve N' Steven, Rockwell Eyes",Original,1 hr. 38 min.,PG-13 - Teens 13 or older,2304,3090,27984,143,843,10897,402,330
27989,Hibike! Euphonium,8,"Music, School, Drama",TV,13,"Apr 8, 2015 to Jul 1, 2015",Spring 2015,"Lantis, Pony Canyon, Rakuonsha",Ponycan USA,Kyoto Animation,Novel,23 min. per ep.,PG-13 - Teens 13 or older,536,420,329403,5477,17479,174405,10411,8859
27991,K: Return of Kings,7.63,"Action, Super Power, Supernatural",TV,13,"Oct 3, 2015 to Dec 26, 2015",Fall 2015,"Starchild Records, Mainichi Broadcasting System, Studio Tulip, Glovision",VIZ Media,GoHands,Original,24 min. per ep.,PG-13 - Teens 13 or older,1202,565,257638,1156,16388,166381,8778,7381
27993,Tetsujin 28-gou: Tanjou-hen,6.51,"Adventure, Mecha, Sci-Fi, Shounen",Special,1,1-Jan-64,Unknown,Unknown,Unknown,Eiken,Unknown,25 min.,G - All Ages,12456,13320,320,1,12,109,9,78
27997,Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!! OVA,5.89,Magic,OVA,2,28-Dec-14,Unknown,Unknown,Unknown,J.C.Staff,Game,25 min. per ep.,PG-13 - Teens 13 or older,8558,10125,1159,1,49,361,29,44
28013,Macross Δ,7.27,"Action, Military, Sci-Fi, Music, Space, Romance, Mecha",TV,26,"Apr 3, 2016 to Sep 25, 2016",Spring 2016,"Bandai Visual, Big West, flying DOG, Techno Sound",Unknown,Satelight,Original,23 min. per ep.,PG-13 - Teens 13 or older,2512,1961,62280,428,7064,24479,3032,3961
28025,Tsukimonogatari,8.14,"Mystery, Comedy, Supernatural, Ecchi",TV,4,31-Dec-14,Fall 2014,Aniplex,Aniplex of America,Shaft,Light novel,24 min. per ep.,R - 17+ (violence & profanity),377,440,315680,879,7281,229529,2871,1167
28035,Kitsune no Home Run Ou,5.22,"Kids, Sports",Movie,1,"Sep, 1949",Unknown,Unknown,Unknown,Unknown,Original,8 min.,G - All Ages,10306,12917,364,1,9,227,5,49
28041,Baguda-jou no Touzoku,5.18,"Adventure, Historical, Romance",Movie,1,6-Oct-26,Unknown,Unknown,Unknown,Unknown,Original,15 min.,G - All Ages,10361,10400,1030,2,23,790,6,51
28045,Kogane no Hana,4.98,"Action, Adventure, Fantasy, Historical",Movie,1,12-Mar-29,Unknown,Unknown,Unknown,Unknown,Original,16 min.,G - All Ages,10600,11420,670,0,24,471,8,53
28047,Kokoro no Chikara,5.24,"Adventure, Romance, Historical",Movie,1,1931,Unknown,Unknown,Unknown,Unknown,Unknown,11 min.,G - All Ages,10242,12204,484,0,11,330,8,43
28049,Numa no Taishou,5.14,"Adventure, Comedy",Movie,1,17-Nov-33,Unknown,The National Film Center Japan,Unknown,Unknown,Original,7 min.,G - All Ages,10407,12428,444,0,18,287,7,48
28051,Kaeru San Yuushi,4.8,"Adventure, Comedy",Movie,1,28-Feb-33,Unknown,Unknown,Unknown,Unknown,Original,6 min.,G - All Ages,10740,11782,572,0,16,406,7,50
28053,Kumo no Ito,5.51,Fantasy,Movie,1,1946,Unknown,Unknown,Unknown,Unknown,Unknown,10 min.,G - All Ages,9665,10993,789,0,14,456,16,46
28055,Yuki no Yoru no Yume,5.5,Drama,Movie,1,1947,Unknown,Unknown,Unknown,Unknown,Unknown,8 min.,G - All Ages,9682,13000,352,0,10,228,4,44
28057,Dangobei Torimonochou: Hirake - Goma no Maki,5.34,"Action, Adventure, Comedy",Movie,1,1952,Unknown,Unknown,Unknown,Unknown,Original,9 min.,G - All Ages,10073,12987,356,1,7,246,4,39
28063,Sword Art Online II: Sword Art Offline II,6.55,Comedy,Special,9,"Oct 22, 2014 to Jun 24, 2015",Unknown,"Aniplex, I was a Ballerina",Aniplex of America,A-1 Pictures,Light novel,13 min. per ep.,PG-13 - Teens 13 or older,5610,2291,48525,198,1850,30105,1345,1701
28067,Kyouryoku Boukuusen,5.1,"Action, Historical, Military",Movie,1,1942,Unknown,Unknown,Unknown,Unknown,Original,10 min.,G - All Ages,10470,13815,273,0,7,168,2,35
28069,Shigatsu wa Kimi no Uso: Moments,7.71,"Music, Shounen",OVA,1,15-May-15,Unknown,Unknown,Unknown,A-1 Pictures,Manga,23 min.,PG-13 - Teens 13 or older,993,1588,85484,160,1073,67393,586,305
28071,Itsumo Kokoro ni Taiyou wo!,6.51,"Comedy, Ecchi",TV,16,"Nov 2, 1999 to Nov 26, 1999",Fall 1999,Unknown,Unknown,Studio Deen,Manga,10 min. per ep.,R+ - Mild Nudity,14644,11326,691,0,70,195,16,76
28077,"Go! Go! 575: Meippai ni, Hajiketeru?",5.58,Slice of Life,Special,1,22-Oct-14,Unknown,"Sega, Half H.P Studio, C2C",Unknown,Lay-duce,Game,3 min.,PG-13 - Teens 13 or older,9476,8030,2754,2,38,2243,25,33
28085,Wonder (Movie),6.08,Dementia,Movie,1,8-Feb-14,Unknown,Mirai Film,Unknown,Calf Studio,Unknown,8 min.,G - All Ages,7919,9312,1668,9,30,1102,16,35
28087,Ehon Yose,6.51,"Historical, Horror, Kids",TV,50,2006 to 2008,Unknown,Pony Canyon,Unknown,Unknown,Other,5 min. per ep.,PG - Children,13877,13762,275,0,14,62,13,63
28091,Asu wo Tsukutta Otoko: Tanabe Sakurou to Biwako Sosui,6.51,Historical,Movie,1,13-Mar-03,Unknown,Mushi Production,Unknown,Unknown,Unknown,1 hr. 10 min.,G - All Ages,13355,13513,297,0,21,67,8,45
28093,Hana wa Saku: Touhoku ni Saku,6.01,"Fantasy, Kids",Special,1,8-Sep-14,Unknown,"NHK, Cyclone Graphics",Unknown,Unknown,Unknown,5 min.,G - All Ages,8186,10569,949,1,20,735,9,34
28103,Gegege no Kitarou: Youkai Japan Rally 3D,6.51,"Adventure, Fantasy, Cars, Supernatural",Movie,1,12-Jul-08,Unknown,Unknown,Unknown,Toei Animation,Unknown,8 min.,G - All Ages,14091,12402,447,0,17,162,11,63
28105,Shirobako Specials,6.88,"Adventure, Comedy",Special,2,"Feb 25, 2015 to Jul 29, 2015",Unknown,Warner Bros. Japan,Unknown,P.A. Works,Original,25 min. per ep.,PG-13 - Teens 13 or older,4134,3503,21884,11,847,13381,712,352
28109,Kuzuryuugawa to Shounen,6.51,"Drama, Historical",OVA,1,"Oct, 1998",Unknown,Unknown,Unknown,Mushi Production,Unknown,30 min.,G - All Ages,15232,14888,200,0,14,39,6,39
28117,Echigo no Mukashibanashi: Attaten Ganoo,6.51,"Demons, Horror, Kids",OVA,1,"May, 2000",Unknown,Mushi Production,Unknown,Unknown,Unknown,30 min.,G - All Ages,13888,14778,208,0,10,53,8,42
28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7.64,"Action, Adventure, Comedy, Romance, Fantasy",TV,13,"Apr 4, 2015 to Jun 27, 2015",Spring 2015,"Genco, Movic, Warner Bros. Japan, KlockWorx, SoftBank Creative, Showgate, MAGES., FuRyu",Sentai Filmworks,J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1172,60,1075095,10275,41249,870168,14498,22709
28143,Ochou Fujin no Gensou,5.73,"Historical, Drama",Movie,1,16-May-40,Unknown,Unknown,Unknown,Unknown,Other,12 min.,G - All Ages,9043,11590,623,0,21,373,5,46
28145,Johnny Cypher,6.51,"Action, Adventure, Sci-Fi",TV,130,"Oct 21, 1968 to Mar 29, 1969",Fall 1968,Unknown,Unknown,Unknown,Unknown,5 min. per ep.,G - All Ages,14711,13638,289,0,17,88,8,67
28149,Nihon Animator Mihonichi,7.39,"Action, Dementia, Ecchi, Fantasy, Mecha, Military, Music, School, Sci-Fi, Space, Supernatural",ONA,35,"Nov 7, 2014 to Oct 9, 2015",Unknown,Dwango,Unknown,"Khara, Trigger, Studio Colorido",Original,8 min. per ep.,R+ - Mild Nudity,1920,2896,31633,100,4083,10385,3767,1671
28151,Kujakuou: Sengoku Tensei,5.23,"Action, Demons, Historical, Supernatural",ONA,1,21-Oct-14,Unknown,Unknown,Unknown,"Gathering, Asahi Production",Manga,30 sec.,G - All Ages,10280,12062,514,0,29,224,13,34
28155,Yoru no Yatterman,6.51,"Action, Adventure, Comedy, Drama",TV,12,"Jan 11, 2015 to Mar 29, 2015",Winter 2015,"Yomiuri Telecasting, Starchild Records, Lantis, Half H.P Studio",Funimation,Tatsunoko Production,Original,24 min. per ep.,PG-13 - Teens 13 or older,5844,3017,29299,29,1830,12811,1868,4543
28157,Sei Brunehilde Gakuen Shoujo Kishidan to Junpaku no Panty The Animation,7.22,Hentai,OVA,1,5-Dec-14,Unknown,"MS Pictures, Pashmina",Unknown,Unknown,Visual novel,30 min.,Rx - Hentai,,4820,10488,84,968,6465,459,310
28169,Buta no Gotoki Sanzoku ni Torawarete Shojo wo Ubawareru Kyonyuu Himekishi & Onna Senshi,5.84,Hentai,OVA,1,30-Jan-15,Unknown,Pink Pineapple,Unknown,Seven,Visual novel,24 min.,Rx - Hentai,,6534,4896,35,686,2376,269,284
28171,Shokugeki no Souma,8.29,"Ecchi, School, Shounen",TV,24,"Apr 4, 2015 to Sep 26, 2015",Spring 2015,"Dentsu, Frontier Works, Mainichi Broadcasting System, Magic Capsule, Warner Bros. Japan, KlockWorx, Showgate, Shueisha, I Will",Sentai Filmworks,J.C.Staff,Manga,25 min. per ep.,PG-13 - Teens 13 or older,230,51,1167795,21821,69269,889263,26886,27717
28179,Miss Monochrome The Animation: Manager,6.25,"Music, Slice of Life, Comedy",OVA,1,25-May-14,Unknown,Starchild Records,Unknown,SANZIGEN,Original,4 min.,G - All Ages,7132,6155,5658,3,117,4183,69,59
28185,Oniku Daisuki! Zeushi-kun 2nd Season,6.51,Comedy,ONA,6,"Nov 29, 2014 to Mar 29, 2015",Unknown,Unknown,Unknown,DLE,Original,2 min. per ep.,G - All Ages,11334,14508,222,0,10,91,6,39
28197,Ofuro no Kazoe Uta,5.23,"Music, Kids",Music,1,1980,Unknown,Fuji TV,Unknown,Unknown,Music,3 min.,G - All Ages,10264,13983,259,0,4,187,1,29
28201,Yeonghongibyeong Lazenca,6.51,"Action, Adventure, Mecha, Sci-Fi",TV,13,"Nov 3, 1997 to 1998",Unknown,Unknown,Unknown,Unknown,Unknown,20 min. per ep.,Unknown,12978,13999,258,0,15,67,6,48
28205,Fastening Days,6.45,"Kids, Magic",ONA,Unknown,"Oct 30, 2014 to ?",Unknown,FILMONY,Unknown,Studio Colorido,Original,6 min.,G - All Ages,6170,6357,5252,3,1942,0,1181,575
28207,Ketsuekigata-kun! 2,6.51,Comedy,TV,12,"Jan 8, 2015 to Mar 26, 2015",Winter 2015,Earth Star Entertainment,Unknown,"feel., Assez Finaud Fabric",Web manga,2 min. per ep.,PG-13 - Teens 13 or older,5865,7081,4011,4,111,2722,92,125
28211,Harmony,6.96,"Sci-Fi, Psychological",Movie,1,13-Nov-15,Unknown,"Aniplex, Dentsu, Fuji TV, Toho, Sony Music Entertainment, Fujipacific Music, Kyoraku Industrial Holdings, Kansai Telecasting, Beyond C.",Funimation,Studio 4°C,Novel,1 hr. 59 min.,R+ - Mild Nudity,3769,2279,49162,237,1586,20223,715,660
28215,Saint Seiya: Soul of Gold,7.06,"Action, Adventure, Fantasy, Sci-Fi, Shounen",ONA,13,"Apr 11, 2015 to Sep 26, 2015",Unknown,Bandai Visual,Unknown,"Toei Animation, Bridge",Manga,24 min. per ep.,PG-13 - Teens 13 or older,3413,3342,23901,200,1609,15783,853,1267
28221,Etotama,6.85,"Action, Comedy, Fantasy",TV,12,"Apr 9, 2015 to Jun 25, 2015",Spring 2015,"Pony Canyon, Tablier Communications",Ponycan USA,"Shirogumi, Encourage Films",Original,24 min. per ep.,PG-13 - Teens 13 or older,4248,1817,69647,142,4615,29950,2778,5259
28223,Death Parade,8.2,"Game, Mystery, Psychological, Drama, Thriller",TV,12,"Jan 10, 2015 to Mar 28, 2015",Winter 2015,"VAP, DAX Production, Nippon Television Network",Funimation,Madhouse,Original,23 min. per ep.,R - 17+ (violence & profanity),310,48,1213828,22364,60991,857277,34803,27071
28227,White Album 2 Picture Drama,5.94,"Ecchi, Drama",Special,2,28-May-14,Unknown,Starchild Records,Unknown,Satelight,Visual novel,6 min. per ep.,R+ - Mild Nudity,8403,6228,5511,2,206,2701,119,106
28235,Indie Anibox: Selma Danbaekjil Coffee,6.51,"Comedy, Drama, Romance, Samurai, Sci-Fi",Movie,1,20-Jun-08,Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 15 min.,G - All Ages,14603,12776,381,0,27,101,10,36
28237,MapleStory Special,6.51,"Action, Comedy, Kids, Fantasy",Special,1,26-Sep-08,Unknown,Unknown,Unknown,Madhouse,Game,21 min.,PG - Children,15443,12917,362,0,12,166,8,37
28241,Ahiru Rikusentai,5.16,"Action, Military, Historical, Kids",Movie,1,1940,Unknown,Geijutsu Eigasha,Unknown,Unknown,Original,13 min.,G - All Ages,10371,10985,788,3,12,592,8,56
28245,Ari-chan,5.22,"Music, Comedy",Movie,1,1941,Unknown,Unknown,Unknown,Unknown,Original,11 min.,G - All Ages,10283,11513,642,0,8,488,4,43
28247,Pankis! 2-jigen,6.51,"Comedy, Music",TV,24,"Jan 8, 2015 to Jun 18, 2015",Winter 2015,Unknown,Unknown,DLE,Original,4 min. per ep.,G - All Ages,11482,11909,548,1,38,120,31,115
28249,Arslan Senki (TV),7.71,"Action, Adventure, Drama, Fantasy, Historical, Shounen",TV,25,"Apr 5, 2015 to Sep 27, 2015",Spring 2015,"Dentsu, Mainichi Broadcasting System, Kodansha, Magic Capsule, Ultra Super Pictures, Graphinica, NBCUniversal Entertainment Japan",Funimation,"SANZIGEN, LIDENFILMS",Manga,24 min. per ep.,R - 17+ (violence & profanity),1000,467,304409,1529,23739,164712,15916,17362
28251,Ulibyeol Ilhowa Eollugso,5.76,"Comedy, Kids, Magic, Romance",Movie,1,20-Feb-14,Unknown,Unknown,GKIDS,Unknown,Unknown,1 hr. 21 min.,G - All Ages,8957,9914,1268,2,36,621,19,54
28257,Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,6.82,"Comedy, Kids, Supernatural",Movie,1,19-Dec-15,Unknown,BIGFACE,Unknown,OLM,Game,1 hr. 34 min.,G - All Ages,4377,9349,1638,4,41,831,23,79
28263,Honto ni Atta Gakkou Kaidan,6.51,"Kids, Mystery, School, Supernatural",OVA,1,21-Aug-96,Unknown,Unknown,Unknown,Unknown,Unknown,30 min.,PG - Children,14494,14196,247,1,11,85,7,31
28283,Sengoku Musou,6.57,"Action, Historical, Samurai",TV,12,"Jan 12, 2015 to Mar 30, 2015",Winter 2015,"TV Tokyo, Avex Entertainment, Nihon Ad Systems, Tezuka Productions, Koei",Funimation,TYO Animations,Game,24 min. per ep.,PG-13 - Teens 13 or older,5517,3690,19654,39,1301,8278,911,2146
28285,Trinity Seven: Nanatsu no Taizai to Nana Madoushi,7.4,"Action, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Fantasy, School, Shounen",OVA,1,25-Mar-15,Unknown,Avex Pictures,Unknown,Seven Arcs Pictures,Manga,26 min.,PG-13 - Teens 13 or older,1916,1334,105547,121,1938,86428,597,366
28297,Ore Monogatari!!,7.96,"Comedy, Romance, Shoujo",TV,24,"Apr 9, 2015 to Sep 24, 2015",Spring 2015,"VAP, Nippon Television Network, Shueisha",Sentai Filmworks,Madhouse,Manga,22 min. per ep.,PG-13 - Teens 13 or older,586,258,480559,4007,45150,267314,29979,29492
28299,Ookami Shoujo to Kuro Ouji: Gishinanki – Happening Kiss,7.29,"Comedy, Romance, School, Shoujo",OVA,1,24-Apr-15,Unknown,VAP,Unknown,TYO Animations,Manga,23 min.,PG-13 - Teens 13 or older,2367,2479,41970,51,777,31880,347,217
28305,Broots,5.14,"Sci-Fi, Mecha",Special,1,1984,Unknown,Unknown,Unknown,TMS Entertainment,Original,5 min.,PG - Children,10425,13072,346,3,7,242,4,33
28309,Oni Chichi 2: Harvest,6.73,Hentai,OVA,1,30-Jan-15,Unknown,Unknown,Unknown,PoRO,Visual novel,30 min.,Rx - Hentai,,4546,12010,24,804,8019,391,286
28311,Koi Maguwai,6.81,"Hentai, Romance",OVA,1,26-Dec-14,Unknown,"Pashmina, Studio 1st",Unknown,Unknown,Manga,24 min.,Rx - Hentai,,5224,8594,31,633,5422,334,285
28313,Kanojo wa Dare to demo Sex Suru.,6.68,Hentai,OVA,2,"Feb 20, 2015 to Mar 20, 2015",Unknown,T-Rex,Unknown,Unknown,Visual novel,16 min. per ep.,Rx - Hentai,,5145,8868,71,663,5707,359,303
28339,2005-nen Uchuu no Tabi,4.51,"Space, Dementia, Sci-Fi",Special,1,31-Dec-05,Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,10900,8859,1976,3,20,1642,8,56
28347,Guitar Shoujo!,4.94,Slice of Life,Special,1,14-Dec-11,Unknown,Lantis,Unknown,Unknown,Game,17 sec.,G - All Ages,10651,12847,373,0,12,231,6,25
28351,Hikari no Megami,6.61,"Action, Fantasy",Special,1,10-Jun-14,Unknown,Nintendo,Unknown,Shaft,Game,2 min.,G - All Ages,5332,6123,5732,10,82,4853,20,45
28355,Henna ABC,5.29,"Kids, Music",Music,1,3-Jun-86,Unknown,NHK,Unknown,Unknown,Original,2 min.,G - All Ages,10132,14332,235,0,5,167,2,28
28361,Kaseifu ga Ita.,6.51,"Slice of Life, Comedy, Shoujo",OVA,2,"Sep 3, 2014 to Dec 27, 2014",Unknown,Pie in the sky,Unknown,Unknown,Manga,4 min. per ep.,G - All Ages,14902,13087,342,0,132,85,8,28
28367,Dr. Slump: Arale-chan '92 Oshougatsu Special,5.92,"Sci-Fi, Comedy, Shounen",Special,3,"Jan 1, 1992 to Jan 3, 1992",Unknown,Unknown,Unknown,Toei Animation,Manga,28 min. per ep.,PG-13 - Teens 13 or older,8460,11676,600,0,26,238,12,51
28369,Dr. Slump: Arale-chan Specials,6.04,"Sci-Fi, Comedy, Shounen",Special,2,7-Oct-81,Unknown,Unknown,Unknown,Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,8066,11371,683,0,27,288,26,49
28371,Dr. Slump: Arale-chan - Penguin Mura Eiyuu Densetsu,6.07,"Sci-Fi, Comedy, Shounen",Special,1,2-Jan-82,Unknown,Unknown,Unknown,Toei Animation,Manga,46 min.,PG-13 - Teens 13 or older,7924,11598,624,1,22,265,16,47
28377,Choujikuu Robo Meguru,6.51,"Comedy, Mecha",OVA,1,"Nov, 2014",Unknown,Unknown,Unknown,"Brain's Base, Studio A-CAT",Original,8 min.,Unknown,13674,10129,1157,2,30,75,15,35
28381,Monster High: Kowa-ike Girls,5.48,"Kids, Supernatural, Shoujo",ONA,8,"Oct 22, 2014 to Dec 10, 2014",Unknown,Shogakukan Music & Digital Entertainment,Unknown,Unknown,Other,3 min. per ep.,G - All Ages,9750,10696,907,2,50,471,20,66
28385,Seto no Hanayome Picture Drama,6.4,"Comedy, Parody, Romance, School",Special,1,3-Mar-10,Unknown,AIC,Unknown,Unknown,Manga,15 min.,PG-13 - Teens 13 or older,6393,7916,2890,1,116,1226,91,111
28387,Joukamachi no Dandelion,7.21,"Slice of Life, Comedy, Super Power, Seinen",TV,12,"Jul 3, 2015 to Sep 18, 2015",Summer 2015,"Pony Canyon, TBS, DAX Production, Houbunsha, TC Entertainment, Docomo Anime Store, Nichion",Funimation,Production IMS,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,2741,1114,132414,378,9050,67321,4717,6713
28391,Ao no Kanata no Four Rhythm,6.71,"Sci-Fi, Sports, Drama, School",TV,12,"Jan 12, 2016 to Mar 29, 2016",Winter 2016,"TV Tokyo, Pony Canyon, AT-X, DLE, NBCUniversal Entertainment Japan, Docomo Anime Store, bilibili, Kanon Sound, Hobibox","Funimation, Crunchyroll",Gonzo,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,4830,1167,126998,520,8643,68176,4818,12324
28401,Q Transformers: Kaette Kita Convoy no Nazo,5.59,"Slice of Life, Parody, Mecha",TV,13,"Jan 6, 2015 to Mar 31, 2015",Winter 2015,Bouncy,Unknown,DLE,Unknown,5 min. per ep.,PG-13 - Teens 13 or older,9448,10790,865,0,54,328,50,122
28405,Ansatsu Kyoushitsu: Deai no Jikan,7.43,"Action, Comedy, School, Shounen",Special,1,9-Nov-14,Unknown,Unknown,Funimation,Lerche,Manga,10 min.,PG-13 - Teens 13 or older,1804,1468,95010,232,2274,69133,955,766
28419,Katsura Hime,5.33,"Action, Comedy",Movie,1,1937,Unknown,The National Film Center Japan,Unknown,Unknown,Original,2 min.,G - All Ages,10080,12265,475,1,11,350,7,32
28423,Kyoukai no Rinne (TV),6.89,"Comedy, Supernatural, Romance, School, Shounen",TV,25,"Apr 4, 2015 to Sep 19, 2015",Spring 2015,"Shogakukan-Shueisha Productions, NHK, Shogakukan",Sentai Filmworks,Brain's Base,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4090,1721,76435,134,7965,31156,6066,9446
28427,Isobe Isobee Monogatari: Ukiyo wa Tsurai yo,6.51,"Comedy, Historical",ONA,5,"Dec 19, 2013 to Apr 3, 2014",Unknown,Unknown,Unknown,Unknown,Manga,3 min. per ep.,G - All Ages,14636,13329,316,0,26,82,13,30
28431,Pokemon Omega Ruby & Alpha Sapphire: Mega Special Animation,6.81,"Action, Adventure, Fantasy, Kids",ONA,1,16-Nov-14,Unknown,Unknown,Unknown,OLM,Unknown,4 min.,PG - Children,4384,5378,7914,7,77,6472,60,92
28433,Baymax,5.97,"Slice of Life, Music, Drama, Sci-Fi",Music,1,16-Nov-14,Unknown,Walt Disney Studios,Unknown,Unknown,Unknown,3 min.,G - All Ages,8334,9818,1345,0,10,1081,9,32
28439,Hatsune Miku x Tetsuya Nomura,5.69,Music,Special,1,9-Oct-14,Unknown,Unknown,Unknown,Unknown,Unknown,54 sec.,G - All Ages,9177,7863,2951,10,60,2370,16,31
28447,Shingeki no Bahamut: Genesis - Roundup,6.33,"Action, Adventure, Demons, Supernatural, Magic, Fantasy",Special,1,18-Nov-14,Unknown,Unknown,Unknown,MAPPA,Game,24 min.,R - 17+ (violence & profanity),6727,4354,13467,7,328,9406,156,214
28479,Detective Conan Movie 19: The Hellfire Sunflowers,7.71,"Action, Mystery, Police, Shounen",Movie,1,18-Apr-15,Unknown,Unknown,Unknown,TMS Entertainment,Manga,1 hr. 52 min.,PG-13 - Teens 13 or older,995,3165,26908,45,420,22677,176,174
28489,Jigoku Koushien,6.51,"Sports, Comedy, Horror, Shounen",OVA,1,13-Feb-09,Unknown,"Panda Factory, Liverpool, Shueisha",Unknown,Unknown,Unknown,40 min.,Unknown,14664,14633,214,0,11,54,6,43
28495,Sidonia no Kishi Movie,7.28,"Action, Mecha, Sci-Fi, Seinen, Space",Movie,1,6-Mar-15,Unknown,Unknown,Sentai Filmworks,Polygon Pictures,Manga,2 hr. 14 min.,R - 17+ (violence & profanity),2446,4889,10033,10,355,3861,204,170
28497,Rokka no Yuusha,7.35,"Action, Adventure, Fantasy, Magic, Mystery",TV,12,"Jul 5, 2015 to Sep 20, 2015",Summer 2015,Pony Canyon,Ponycan USA,Passione,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2098,245,486940,2273,24384,343368,10419,15206
28511,Precure All Stars Movie: Haru no Carnival♪,6.4,"Action, Comedy, Fantasy, Magic, Music, Shoujo",Movie,1,14-Mar-15,Unknown,"Asahi Broadcasting, Kinoshita Group Holdings",Unknown,Toei Animation,Original,1 hr. 14 min.,G - All Ages,6413,8289,2484,2,70,1581,36,70
28517,Ikenai Koto The Animation,6.13,Hentai,OVA,1,2-Jan-15,Unknown,"MS Pictures, BOOTLEG",Unknown,Unknown,Manga,15 min.,Rx - Hentai,,7159,3903,5,292,2395,181,142
28519,Nosewasure: Onna Kyoushi Chuuzenji Ayano no Inutsu na Kore kara,5.91,Hentai,OVA,2,"Jan 2, 2015 to Feb 6, 2015",Unknown,"MS Pictures, AniMan",Unknown,Unknown,Manga,18 min. per ep.,Rx - Hentai,,7351,3649,5,313,2084,178,170
28531,Ai Tenchi Muyou! Recaps,5.44,"Comedy, Sci-Fi, Shounen",Special,10,"Oct 10, 2014 to Dec 12, 2014",Unknown,"VAP, AIC",Unknown,AIC PLUS+,Original,4 min. per ep.,PG-13 - Teens 13 or older,9813,6805,4399,4,169,2873,103,135
28537,Garo: Guren no Tsuki,5.89,"Action, Demons, Fantasy, Magic, Supernatural",TV,23,"Oct 10, 2015 to Apr 2, 2016",Fall 2015,Tohokushinsha Film Corporation,Funimation,MAPPA,Original,24 min. per ep.,PG-13 - Teens 13 or older,8567,3169,26839,17,2034,8589,1423,4049
28539,Garo Movie: Divine Flame,7.61,"Action, Demons, Supernatural, Magic, Fantasy",Movie,1,21-May-16,Unknown,Tohokushinsha Film Corporation,Funimation,MAPPA,Original,1 hr. 18 min.,R+ - Mild Nudity,1239,3651,20173,21,626,9695,273,209
28583,Nintama Rantarou no Shouboutai,6.51,"Kids, Drama",OVA,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,11 min.,G - All Ages,11193,14869,202,0,10,60,5,57
28587,Modern,5.06,Dementia,Movie,1,2010,Unknown,Mirai Film,Unknown,Unknown,Unknown,6 min.,G - All Ages,10529,11708,592,0,8,453,6,21
28591,Timbre A to Z,4.68,"Music, Dementia",ONA,26,"Jan 22, 2011 to Feb 16, 2011",Unknown,Mirai Film,Unknown,Unknown,Original,30 sec. per ep.,G - All Ages,10853,11801,574,0,14,434,8,33
28593,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. Specials,6.18,Comedy,Special,5,"Jan 31, 2014 to May 30, 2014",Unknown,Unknown,Unknown,Unknown,Unknown,1 min. per ep.,PG-13 - Teens 13 or older,7465,4933,9894,7,392,5359,243,159
28595,Pac-World,4.9,"Adventure, Comedy, Sci-Fi",TV,52,"Apr 5, 2014 to Apr 25, 2015",Spring 2014,Bandai Namco Entertainment,Unknown,OLM Digital,Game,25 min. per ep.,PG - Children,10688,9909,1292,2,79,677,44,254
28603,Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako! Specials,6.23,"Comedy, Supernatural, Fantasy",Special,3,27-Oct-06,Unknown,Unknown,Unknown,J.C.Staff,Unknown,6 min. per ep.,PG-13 - Teens 13 or older,7194,6875,4291,1,118,2105,120,163
28607,Hetalia: The World Twinkle,7.29,"Comedy, Historical, Parody",ONA,15,"Jul 3, 2015 to Oct 9, 2015",Unknown,Frontier Works,Funimation,Studio Deen,Manga,5 min. per ep.,PG-13 - Teens 13 or older,2396,2781,33910,316,1678,21144,1009,738
